site;job_title;date_posted;tech_stack;requirements;min_salary;max_salary;industry;job_description;job_category
linkedin;Senior Data Engineer (Azure, Databricks & MLOps);2026-06-18 00:00:00;CI/CD, Azure, Databricks, Snowflake, SQL, Python, Spark, MLflow, dbt, Git, AWS, GCP;;;;IT Services and IT Consulting;"Ben jij een Senior Data Engineer die complexe datavragen oplost, moderne cloud\-data\-platformen, data\-en ML pijplijnen bouwt én het voortouw neemt bij klanten en teams?
   

  

**Dit bieden wij jou**
* Een senior rol met inhoudelijk invloed en verantwoordelijkheid:
* Een salaris passend bij je ervaring en rol
* Een werkweek van 32 tot 40 uur
* 24 vakantiedagen op basis van een fulltime dienstverband met de mogelijkheid om 6 dagen (naar rato) bij te kopen;
* Hybride werken met veel flexibiliteit in werkplek en \-tijden
* Uitgebreide opleidings\- en ontwikkelmogelijkheden via o.a. de VINCI Energies Academy, het Axians Institute en online leerplatforms.
* Doorgroeimogelijkheden richting bijvoorbeeld lead consultant, business consultant of strategisch adviseur
* Leaseauto of mobiliteitsbudget, laptop en smartphone
* Goede secundaire arbeidsvoorwaarden, waaronder pensioenregeling en aandelenprogramma
* Een open, inclusieve en collegiale werkomgeving


**Hier krijg jij energie van**
 Als Senior Data Engineer bij Axians werk je aan het ontwerpen, bouwen en optimaliseren van schaalbare data‑ en ML‑platformen voor klanten binnen onder andere de financiële sector én de publieke sector. Je werkt in multidisciplinaire teams samen met collega‑engineers, data scientists, analisten en stakeholders aan uitdagende datavraagstukken.
   

  

 Je combineert diepgaande technische kennis met een leidende rol: je helpt klanten en collega’s vooruit door richting te geven, best practices te introduceren en inhoudelijk het voortouw te nemen in ontwerp\- en implementatiekeuzes.
   

  

 Je houdt je onder andere bezig met:
   

  

* Het ontwerpen en ontwikkelen van schaalbare data pipelines en ML‑pijplijnen op productieniveau
* Het modelleren en structureren van data voor analytics en reporting
* Het bouwen, optimaliseren en doorontwikkelen van data‑platformen in de cloud
* Het integreren van verschillende databronnen in robuuste architecturen
* Het verbeteren van datakwaliteit, performance en betrouwbaarheid
* Het adviseren van klanten over data‑architectuur, modellering en best practices
* Het bouwen en onderhouden van ML‑workflows, inclusief training, validatie, deployment en monitoring
* Het toepassen van CI/CD en automatisering voor data‑ en ML‑workflows
* Het actief meenemen en coachen van collega’s en klantteams in technische keuzes en werkwijzen


 Je maakt daarbij gebruik van moderne data‑engineering tooling en cloudomgevingen zoals Azure, Databricks en (waar relevant) Snowflake.
   

  

 Technologie \& stack
   

  

 Je werkt onder andere met:
   

  

* Databricks (PySpark en SQL), inclusief Databricks voor ML‑workloads
* Python (gedegen programmeervaardigheden) en SQL (complexe queries en performance‑optimalisatie)
* Spark of vergelijkbare grootschalige verwerkingsframeworks
* ML‑experimenttracking en modelbeheer (bijv. MLflow of gelijkwaardig)
* Azure Data Factory voor orkestratie en integratie
* dbt voor transformeren en modelleren van data volgens software‑engineering best practices
* CI/CD, Git en DevOps‑principes voor data‑ en ML‑workflows
* Datamodellering en architectuurprincipes zoals Kimball en Data Vault
* Cloudomgevingen zoals Azure (ervaring met AWS of GCP is ook waardevol)


**Hier herken jij jezelf in**
* Senior ervaring als Data Engineer
* Sterke kennis van data‑ én ML‑pijplijnen in productie
* Goede beheersing van AI/ML‑fundamenten
* Ervaring met het implementeren van ML‑modellen in cloudomgevingen
* Je kunt technische keuzes helder uitleggen aan zowel engineers als business stakeholders
* Je neemt eigenaarschap en pakt een leidende rol in de verdere ontwikkeling van de onderwerpen in onze Business Unit en onze klant
* Ervaring in de financiële sector is een pré
* Ervaring in de publieke sector is eveneens zeer welkom
* HBO of WO werk\-‑ en denkniveau
* Goede beheersing van de Nederlandse taal


**Dit is jouw team**
 Axians is een internationale netwerkorganisatie bestaande uit gespecialiseerde en zelfsturende IT units. In deze rol ga je aan de slag voor het expertisegebied Data \& AI. Binnen Data \& AI zijn 5 Business Units actief die elk verschillende marktsegmenten bedienen en verschillende proposities hebben.
   

  

 De engineers die binnen het expertisegebied Data \& AI werken, hebben elk hun eigen specialisme en standplaats. Als engineer werk je nauw samen in een multidisciplinair team bestaande uit zowel klant als directe collega's. In deze rol is jouw standplaats de Business Unit in Laren (NH), maar uiteraard krijg jij alle ruimte om jouw werkweek en werklocatie zelf in te delen.
   

  

 Over Business Data \& AI in Laren
   

  

 De Axians locatie in Laren (NH) is gespecialiseerd in Data \& AI. Met zo’n 40 collega’s werken we samen om onze klanten te helpen en adviseren met hun datavraagstukken. Onze klanten zijn grote, innovatieve organisaties als ABN AMRO verzekeringen, Stichting Philadelphia zorg, Zeeman en PGGM. Onze werkwijze is gebaseerd op onze Axians kernwaarden: autonomie, verantwoordelijkheid, ondernemerschap, vertrouwen \& transparantie en solidariteit.
   

  

 Betrokkenheid en een goede werksfeer
   

  

 De Business Unit bestaat uit betrokken collega's die ook een gezellige werksfeer belangrijk vinden. We vieren onze successen en helpen elkaar door mindere periodes heen. Regelmatig worden er borrels, uitjes met collega's en andere leuke activiteiten georganiseerd.
   

  

 Leren en ontwikkelen
   

  

 We kijken naar wat je al kan, maar ook wat je nog kan leren. We zijn er namelijk van overtuigd dat de juiste omgeving jou in staat stelt om alles uit jezelf te halen. En daar helpen we je bij. Want groeien doe je samen. Onze slogan is hier treffend; ICT with a Human Touch.";Data Engineer
linkedin;AI Engineer (Hubspot & Integrations);2026-06-17 00:00:00;OpenAI, Python, NLP, LangChain, LlamaIndex;Bachelor's, Communication;;;Wireless Services, Telecommunications, and Communications Equipment Manufacturing;"Company Overview
 
 Voted \#1 EHR by PC Mag, WRS Health delivers a fully integrated cloud based EMR and practice management solutions to its clients. We bring solutions to physicians by providing constant enhancement of our products and services including EHR, practice management, marketing, patient coordination and billing.
 


 Job Purpose and Role
 
 We are seeking an AI Engineer with strong HubSpot and systems integration experience to design, develop, and optimize AI\-powered business solutions. This role will be responsible for building intelligent workflows, integrating AI capabilities into business systems, developing automation solutions, and leveraging Large Language Models (LLMs) to improve operational efficiency, customer engagement, and data\-driven decision\-making. The ideal candidate combines expertise in AI application development, prompt engineering, API integrations, and HubSpot architecture.
 


 Key Responsibilities:
 * Design, develop, and deploy AI\-powered applications, workflows, and automation solutions using LLMs and related AI technologies
* Build and maintain integrations between HubSpot, CRM platforms, EHR systems, business applications, and third\-party tools using APIs and middleware solutions
* Develop, test, and optimize prompts, workflows, and AI agents to improve response accuracy, efficiency, and user experience
* Configure and optimize HubSpot Marketing, Finance, Sales, Service, and CMS hubs, including workflows, reporting, data management, and automation
* Collaborate with marketing, finance, sales, customer service, and product teams to identify automation opportunities and translate requirements into scalable technical solutions
* Create dashboards, reports, and data models to monitor performance, measure KPIs, and generate actionable insights
* Conduct end\-to\-end testing, troubleshooting, and performance monitoring of AI and integration solutions
* Maintain data quality, governance, security, and documentation across integrated systems
* Evaluate emerging AI technologies, integration tools, and automation best practices, recommending improvements where appropriate
* Provide technical guidance and training to internal teams on AI, automation, and HubSpot capabilities


 Qualifications:
 * Bachelor's degree in Computer Science, Information Systems, Data Science, Engineering, or a related field
* 5\+ years of experience in software development, systems integration, marketing technology, automation, or AI\-related roles
* Strong experience with HubSpot, including Marketing Hub, Sales Hub, Service Hub, and workflow automation
* Proven experience integrating business applications through APIs, web services, and integration platforms
* Hands\-on experience with Large Language Models (OpenAI, Claude, Llama, or similar), prompt engineering, and AI application development
* Strong programming skills in Python and experience working with AI, NLP, or machine learning frameworks
* Experience with LangChain, LlamaIndex, Flowise, Agent frameworks, or similar AI orchestration tools
* Familiarity with cloud platforms, MLOps/LLMOps practices, and deployment of AI solutions in production environments
* Strong analytical and problem\-solving skills with the ability to translate business requirements into technical solutions
* Excellent communication, project management, and stakeholder collaboration skills
* HubSpot certifications and experience supporting SaaS, healthcare, or highly regulated environments are highly preferred


 Additional Details
 * Job Type: Full\-time \- Independent Contractor
* Location: Remote
* Hours: Must be available during standard US business hours (9:00 AM – 5:00 PM EST or 8:30 AM – 4:30 PM EST)



 This job description outlines the general responsibilities of the role and is not exhaustive. Additional duties may be assigned as needed to support business operations.";AI Engineer
linkedin;Senior Data Analyst;2026-06-17 00:00:00;SQL, Tableau, Power BI, Python, R;Communication;;;Financial Services;"**About Job**
 As a Senior Data Analyst at Paper.id, you will play a pivotal role in transforming raw data into actionable insights that drive strategic business decisions. You will work closely with cross\-functional teams to identify trends, develop analytical models, and provide key insights that inform the company's strategic direction.
   

  

 With a focus on enhancing data\-driven decision\-making, you will collaborate with data engineers, product managers, and other stakeholders to ensure data accuracy and completeness. Your contributions will directly impact the effectiveness of company operations and the delivery of value to our clients.
   

  

 Skills \& Qualification
   

  

* Proficient in SQL to extract and manipulate large datasets efficiently
* Advanced analytical skills to interpret complex data and identify patterns
* Experience with data visualization tools such as Tableau or Power BI to present insights clearly
* Strong problem\-solving abilities to address and resolve data\-related challenges
* Understanding of statistical modeling to support predictive analytics and forecasting
* Excellent communication skills to convey data\-driven insights to non\-technical stakeholders
* Experience with programming languages like Python or R for advanced data analysis


**Responsibilities**
* Analyze complex datasets to identify trends, patterns, and insights that inform business decisions
* Collaborate with cross\-functional teams to develop and implement data\-driven strategies
* Create and maintain dashboards and reports to track key performance indicators
* Provide thought leadership in data analysis methodologies and best practices
* Ensure data accuracy and integrity by working closely with data engineering teams
* Support product development with data insights to enhance user experience and engagement
* Mentor junior analysts, fostering a culture of continuous learning and improvement";Data Analyst
linkedin;Senior Data Analyst;2026-06-16 00:00:00;SQL, Excel, Google Sheets, BigQuery, Looker;Bachelor, 4 years, Communication, Teamwork, Flexibility, Professional;;;Food and Beverage Services, Retail, and Transportation, Logistics, Supply Chain and Storage;"We are looking for a detail\-oriented and analytical
 **Senior Data Analyst** 
 to help drive operational excellence through data\-driven insights. In this role, you will work closely with cross\-functional teams to monitor business performance, identify irregularities, and support strategic decision\-making across outlet operations.
 



  





**Responsibilities** 



* Monitor potential fraud, abnormal transactions, and outlet data irregularities to ensure operational compliance and data integrity.
* Develop, maintain, and optimize SQL queries, dashboards, and recurring operational reports.
* Track and analyze outlet KPI performance, identifying trends, risks, and operational issues.
* Validate data accuracy and investigate discrepancies across reports and business metrics.
* Provide actionable insights and recommendations to improve operational control, efficiency, and revenue performance.
* Collaborate with stakeholders to translate business needs into meaningful data analysis and reporting solutions.
* Support continuous improvement initiatives by leveraging data analytics and automation opportunities.



  





**Requirements** 



* Bachelor’s degree in Information Systems, Computer Science, Industrial Engineering, or related fields.
* Minimum 2–4 years of experience in Data Analytics, Business Intelligence, or similar roles.
* Proficient in SQL, Excel, and Google Sheets for data analysis and reporting.
* Familiar with Google BigQuery, Looker Studio, or other dashboard/reporting tools.
* Strong analytical, problem\-solving, and attention\-to\-detail skills.
* Able to manage multiple tasks in a fast\-paced environment.
* Comfortable using AI tools to support data analysis and productivity.
* Good communication skills and able to work with cross\-functional teams.



  





**Why Join Us** 




 At Hangry, your ideas will feed millions. Your growth will match your ambition.
 


* **Growth Mindset** 
 : We never stop learning. Challenges help us grow, and we support each other every step of the way.
* **Team Spirit** 
 : Teamwork drives everything we do. We care, collaborate, and celebrate wins together—while having fun along the way.
* **Supportive Leadership** 
 : Our leaders listen, guide, and help you succeed. They're here to support, not just supervise.
* **Best Ideas Win** 
 : Great ideas can come from anyone. We value input from all levels, and we act on ideas based on merit, not hierarchy.
* **Work Smarter \& Faster** 
 : We focus on what matters. By simplifying processes and staying agile, we make time for the work that drives real impact.



  





**Perks \& Benefits** 



* **Flexibility** 
 : We support work\-life balance with a hybrid setup and capped meeting hours—so you can do great work and live fully.
* **Competitive Compensation** 
 : We regularly benchmark to ensure you’re fairly rewarded for your skills, contribution, and growth.
* **Health Benefit Program** 
 : We care for you and your family with health insurance that includes your spouse and two children.
* **Mental Health Support** 
 : Your well\-being comes first. Access free sessions with professional counselors when you need them.
* **Generous Paid Leave** 
 : Start with 15 days of paid leave a year, and earn more each work anniversary—up to 20 days total.";Data Analyst
linkedin;Growth Data Analyst Intern;2026-06-15 00:00:00;SQL, Looker, Tableau, Power BI;Bachelor's, Communication;;;IT Services and IT Consulting;"**About Amartha**
 At Amartha, we empower micro\-businesses across Indonesia, enabling growth and equal prosperity. We've supported over 2\.7 million entrepreneurs—mostly women—by disbursing IDR 22\.8 trillion in funding. As we step into 2026, Amartha is evolving into a technology\-driven financial ecosystem, expanding our reach in lending, funding, and payments. Through innovation and digital solutions, we aim to enhance accessibility, streamline processes, and create a seamless user experience.
   

  

**About The Team**
 You'll be working with the Growth Team, where you'll dive deep into the PPOB industry and Indonesia's agent network. You'll gain hands\-on experience in analyzing business performance, tracking product growth, and supporting initiatives that drive agent engagement and retention.
   

  

**What You'll Be Doing:**
* Support the growth and product team by analyzing business performance and providing actionable insights
* Write and optimize SQL queries to extract, clean, and analyze data from our databases
* Build dashboards and reports to track key business and product metrics
* Conduct ad\-hoc analysis to identify trends, anomalies, and improvement opportunities
* Collaborate with cross\-functional teams (growth, product, marketing, ops) to translate data into recommendations
* Assist in preparing presentations and data\-driven updates for management


**Requirements**
* Currently pursuing a Bachelor's degree in Business, Economics, Statistics, Computer Science, or related fields
* Proficient in SQL (able to write queries independently, join multiple tables, use aggregations)
* Strong analytical and problem\-solving skills with attention to detail
* Comfortable working with data visualization tools (e.g., Looker, Tableau, Power BI, or Google Data Studio)
* Strong communication skills \- able to explain findings clearly in both written and verbal formats
* A self\-starter who is curious, eager to learn, and thrives in a fast\-paced environment


*At Amartha, we are dedicated to creating a workplace that celebrates diversity, ensures equity, and fosters inclusion. We believe that diverse perspectives—shaped by factors such as gender, age, race, ethnicity, education, culture, and life experiences—drive innovation and growth.*
*We actively welcome individuals from all backgrounds to join us in building an environment where everyone feels respected, valued, and empowered. Our commitment is to provide equal opportunities and foster a sense of belonging that enables our employees to thrive and make meaningful contributions.*";Data Analyst
linkedin;Business Data Analyst;2026-06-15 00:00:00;Excel;;;;Professional Services;"* Develop and maintain data monitoring systems and dashboards using Microsoft Excel VBA.
* Automate data processing, consolidation, and reporting through Excel Macro/VBA solutions.
* Manage data to support Purchasing Material Department and Business Division reporting and monitoring needs.
* Ensure data accuracy, consistency, and availability for business analysis.
* Perform data administration and support reporting requirements across the Business Division, mainly Purchasing Material Dept.
* Collaborate with stakeholders to identify reporting needs and implement process improvements through automation.";Data Analyst
linkedin;AVP-Data Scientist Business Solution;2026-06-15 00:00:00;Python, GCP;Professional;;;Telecommunications;"**Role Purpose**
 This position is responsible to transform our vast telecommunications datasets into high\-value commercial assets. This role is unique: you will lead the end\-to\-end development of proprietary data products (Monetization) while simultaneously building a world\-class professional services arm to help external clients solve complex problems through predictive modelling (Consulting). The ideal candidate bridges the gap between deep technical AI/ML expertise and commercial strategy, turning ""big data"" into ""big revenue""
   

  

**Area Of Responsibilities**
**Data Monetization \& Product**
* Strategy
* Productize Telco Data: Identify, design, and launch data products (e.g., mobility insights, churn prediction, foot\-traffic analytics) using anonymized subscriber data
* Privacy\-First Innovation: Ensure all products adhere to strict data privacy regulations through robust anonymization and differential privacy techniques
* Tech Stack Ownership: Oversee the architecture for high\-scale data processing and model deployment


**Consulting \& Client Services**
* External Advisory: Act as a lead consultant for external B2B clients, helping them identify high\-impact AI use cases and roadmap their data journeys
* Custom Model Development: Lead a team to build, validate, and deploy bespoke predictive models for external partners across various industries
* Pre\-sales Support: Partner with the sales team to provide technical validation during the pitching process for consulting engagements.


**Leadership \& Talent Growth**
* Team Building: Recruit and mentor a team of data scientists
* Standardization: Establish Gold Standards for code quality, model reproducibility, and documentation across


**Requirements**
* 8\+ years of experience in data science with 2\+ years of experience in managing a team
* Ownership mindset; customer insights are the foundation of the squad
* Data\-driven; pushes others to maintain an impact lens
* Effective collaboration to drive further analysis and insights.


**Related Experience**
* Proven track record in telecommunications or data monetization
* Prior experience in a client\-facing consulting role.


**Skills**
* Deep knowledge of Python, GCP, end\-to\-end machine learning frameworks including MLOps.
* Able to communicate technical results and insights to non\-technical stakeholders clearly and concisely.
* Excellent problem\-solving skills and ability to work independently and as part of a cross\-functional team.";Data Scientist
linkedin;Data Engineer, Business Intelligence;2026-06-15 00:00:00;SQL, Spark, Python, Scala, Lambda;Master's, Bachelor, Communication;;;Software Development, Internet Marketplace Platforms, and Technology, Information and Internet;"**Job Description**
* Work closely with Data PM, Business Intelligence Analyst \& other Engineers to turn data into information that can be used to make sound business decisions
* Design and develop data marts and data warehouses that support business intelligence and data analytics initiatives.
* Develop and implement best practices for data management, including data quality, data security, and data privacy.
* Handle end to end data pipelines from multiple sources internally and externally and ensure its performance \& scalability as Single Source of Truth
* Adhere to software development best practices, including test\-driven development.


**Requirements**
* Master's or bachelor degree in Computer Science/ Information Systems or any related fields
* Expert in SQL, Spark, HDFS, and other data processing tools
* Expert in Object Oriented \& Functional Programming (preferably Python / Scala)
* Experience in UNIX environment
* Proficient in data modeling concepts (preferably Kimball’s versions), batch processing and lambda architecture
* Proficient in Software Development Life Cycle (SDLC) including code version control, test driven development and technical documentation
* Excellent communication \& collaboration skills
* Analytical \& data driven and have high curiosity with data
* Ability to work in a fast\-paced, dynamic environment";Data Engineer
linkedin;Data Analyst, Business Intelligence;2026-06-12 00:00:00;SQL, Tableau, Looker, Python, R;Master's, Bachelor's, English;;;Internet Marketplace Platforms and Technology, Information and Internet;"**Job Description**
* Assist the various business units as a discussion partner to plan, strategise, and grow Shopee's business by enabling data\-driven decision\-making
* Serve as in\-consultant who simplifies complex terminologies into more understandable insights to internal stakeholders
* Collect, clean, and analyze large data sets to support business decisions
* Develop and deploy dashboards to monitor key metrics.
* Conduct ad\-hoc analysis to support decision\-making and special projects


**Requirements**
* Master's or Bachelor's degree in quantitative fields or a relevant field of study
* Experience working with one or more language for querying (e.g. SQL)
* Familiarity working with BI tools (e.g Tableau, PowerBI, Looker) strongly preferred
* Familiarity with advanced analytics languages like Python or R will be an advantage
* Experience working with multiple stakeholders across various divisions
* Ability to converse in English and Bahasa Indonesia to communicate with internal stakeholders
* Exceptional interpersonal skills
* Self\-starter with a can\-do attitude";Data Analyst
linkedin;Data Scientist;2026-06-12 00:00:00;R, Python, SQL;4 years, Bachelor, Problem Solving, Communication, Master;;;Software Development;"We think you also hate when travel app is giving you a headache, right? A slight misinformation can ruin the trip.
   

  

 That is exactly what we are tackling as t\-fam! Making sure that our 50\+ million users have the best experience in crafting their own adventure.
   

  

**Your Main Duties In Flying With Us**
* Work with stakeholders throughout the organization to identify opportunities for leveraging company data to drive business solutions.
* Mine and analyze data from company databases to drive optimization and improvement of product development, marketing techniques and business strategies.
* Design, build, and validate robust data models and machine learning/ deep learning algorithms to improve customer experience, optimize revenue, refine targeting, and support smarter decision making across the organization.
* Plan, monitor, and evaluate A/B tests and other experimentation activities for ML models, including test design, success metrics, and model performance assessment.
* Collaborate closely with machine learning engineers, and other stakeholders to productionize models, build scalable data pipelines, and ensure reliable deployment and monitoring of ML solutions.
* Implement processes, dashboards, and tools to monitor data quality, model performance, and business impact, and iterate on solutions based on findings.
* Communicate insights, trade‑offs, and recommendations clearly to both technical and non‑technical audiences through reports, visualizations, and presentations.


**Mandatory Belongings That You Must Prepare**
* Minimum 4 years of hands‑on experience in data analysis and machine learning, ideally in a product‑driven or business‑focused environment.
* A Bachelor in Computer Science, Statistics, Mathematics, or another quantitative field.
* Strong problem solving skills with an emphasis on product development.
* Proficient in programming skills (R, Python, SQL, etc.) for data acquisition, processing and analysis from large data sets.
* Knowledge of data science concepts (regression, classification, clustering, properties of distributions, statistical tests and proper usage, etc.) and experience with applications.
* Knowledge of a variety of machine learning techniques (Random forest, SVM, artificial neural networks, etc.) and their real\-world advantages/drawbacks.
* Excellent written and verbal communication skills for coordinating across teams.
* A drive to learn and master new technologies and techniques.


 In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination. Meanwhile, discover more about tiket.com on Instagram, LinkedIn, or YouTube.";Data Scientist
linkedin;Procurement Data Analyst Lead;2026-06-12 00:00:00;Excel;Bachelor's, English, Time Management, Master;;;Food and Beverage Retail, Wholesale Food and Beverage, and Hospitality;"Do you enjoy turning complex data into clear insights and recommendations? Are you passionate about reporting, analytics, and helping teams make better decisions through data? If you have strong Excel skills, a solid understanding of procurement processes, and enjoy working with stakeholders across different functions, we'd love to hear from you.
 



  





 As our
 **Procurement Data Analyst Lead** 
 , you will be responsible for
 **procurement reporting, performance tracking, data accuracy, and dashboard development** 
 . You'll transform data into actionable insights, improve reporting processes, and support management decision\-making.
 



  





**Ideal Candidate Profile:** 



* Bachelor's Degree in Business, Industrial Engineering, Supply Chain, or related disciplines.
* Minimum
 **4–6 years of experience in Procurement Analytics, Supply Chain Analytics,** 
 Business Analytics, or related functions from any industry (Preferably from F\&B and FMCG)
* Strong understanding of procurement processes, including Purchase Requisition (PR), Purchase Order (PO), supplier management, procurement workflows, and payment processes.
* Experience analyzing procurement performance, spend data, operational efficiency, and service level metrics.
* **Experience working with ERP systems such as SAP** 
 or similar enterprise systems.
* Advanced Excel skills
* Fluent in English (both written and spoken)
* Excellent time management to keep multiple procurement projects and vendor trials moving on schedule.
* Demonstrated ability to influence, coach, and educate cross\-functional stakeholders without direct authority.
* Proactive, collaborative, and comfortable working in a fast\-paced environment with multiple priorities.



  





**Job Role:** 



* Develop, maintain, and enhance procurement reports, dashboards, and analytical tools to support management decision\-making.
* Analyze procurement activities from requisition creation through purchase order issuance, fulfillment, and transaction closure to identify trends, bottlenecks, and improvement opportunities.
* Monitor procurement performance metrics, including turnaround time, service level compliance, purchasing cycle efficiency, fulfillment rates, and spending patterns.
* Translate procurement data into clear insights and recommendations for management through presentations, reports, and executive summaries.
* Ensure procurement master data, transactional records, and reporting outputs maintain a high level of accuracy, completeness, and consistency.
* Conduct regular data validation, identify discrepancies, duplicate records, or missing information, and coordinate corrective actions with relevant stakeholders.
* Support procurement governance initiatives by establishing reporting standards, data definitions, and measurement methodologies.
* Collaborate with procurement teams to improve reporting discipline, process compliance, and data quality across procurement activities.
* Facilitate discussions on procurement processes, reporting requirements, and standard operating procedures to ensure alignment across stakeholders.
* Provide guidance and coaching to procurement team members on reporting tools, data interpretation, and best practices.
* Prepare presentation materials and management reports for monthly, quarterly, and ad\-hoc business reviews.
* Drive continuous improvement initiatives by identifying opportunities to automate reporting processes and enhance analytical capabilities.



  





**More about Kenangan Brands** 



* Kopi Kenangan, a much loved coffee chain store with more than 1,100 outlets across Indonesia;
* Kenangan Coffee Malaysia with more than 170 coffee chain stores;
* Kenangan Coffee Singapore with 10 stores;
* Kenangan Coffee India launched in Apr 2025, 10 stores with aggressive growth plan;
* Kenangan Coffee can also be found in Australia and Philippines; and
* Kopi Kenangan Botol, our Ready\-To\-Drink FMCG subsidiary.



  





 Interested applicant, please send updated resumes to
 **apac.jobs@kopikenangan.com**";Data Analyst
linkedin;Business Intelligence Intern;2026-06-11 00:00:00;SQL, Tableau, Python;;;;Software Development;"We think you also hate when travel app is giving you a headache, right? A slight misinformation can ruin the trip.
   

  

 That is exactly what we are tackling as t\-fam! Making sure that our 50\+ million users have the best experience in crafting their own adventure.
   

  

**Your Main Duties In Flying With Us**
* To help on the task delivery of Business Intelligence (report and analysis) and develop SQL Query based on tables in our Data Warehouse.
* Contribute on task delivery such as performing descriptive analysis, and enhancing dashboard/query for data mart.
* Get deeper understanding of ideal Business Intelligence Architecture in the OTA industry.


**Mandatory Belongings That You Must Prepare**
* At least undergraduate student on their last semester.
* Willing to do internship for at least 6 months and starting soon.
* Have experience as a Business Intelligence/Data Analyst Intern is good to have.
* Familiar with SQL and Data Warehousing.
* Familiar with reporting tools (e.g. Tableau, PowerBI, etc).
* Familiar with Python is a value\-added.
* Willing to join hybrid working arrangement, at least two days working in office.


 In the event that you haven’t received any updates after 3 weeks, your data will be kept and we may contact you for another career destination. Meanwhile, discover more about tiket.com on Instagram, LinkedIn, or YouTube.";
linkedin;AGIT - Data Analyst;2026-06-11 00:00:00;Power BI, SQL, Excel, Python, R, Tableau;Sarjana, S1, 2 tahun;;;Automation Machinery Manufacturing;"**Deskripsi Pekerjaan**
* Mengembangkan fungsi atau program untuk menyediakan informasi yang dibutuhkan dari data yang tersedia.
* Mengembangkan fungsi atau program untuk menampilkan informasi yang berasal dari database.
* Mengembangkan fungsi atau program untuk menjalankan fungsi atau program lainnya.
* Menghasilkan solusi data yang berdampak di area logistik, keuangan, dan produksi dengan menjembatani data engineering dan business intelligence.
* Mengotomatisasi laporan harian dan bulanan yang kritis seperti Billing, AR (Accounts Receivable), Cashflow Forecasting, GRMonitoring, dan lainnya untuk mengurangi pekerjaan manual.
* Mengelola dan mengoptimalkan dataset berukuran besar yang berasal dari SAP maupun sistem pihak ketiga.
* Mengembangkan dashboard Power BI yang berfokus pada peningkatan efisiensi logistik.
* Posisi ini bersifat kontrak (non\-permanen) dengan jangka waktu sesuai kesepakatan.


**Persyaratan**
* Pendidikan minimal Sarjana (S1\) di bidang Teknologi Informasi atau bidang terkait.
* Memiliki pengalaman 1 \- 2 tahun dalam penggunaan SQL, Excel, Python, dan R.
* Memiliki kemampuan analisis yang baik dalam Data Analytics, Data Visualization, serta pengembangan aplikasi terkait data.
* Menguasai SQL Query, Excel, Python, R, serta tools ETL.Memiliki pengetahuan dalam BI Tools seperti Tableau, Power BI, MicroStrategy, atau Qlik.
* Memahami dan familiar dengan SQL Server Management Studio, Power BI, serta SQL Server Analysis Services (SSAS).
* Memiliki pengalaman dalam Power BI, pembuatan dashboard, serta manajemen data.
* Memahami dasar\-dasar pemrograman web.";Data Analyst
